text,label
Thanks I'm an open source supporter developer. I installed the app only to give you a five star :),positive
Plus Is Better except downloading images Could be better at some basics. The plus is No ads! and Fast. Seems to get better updating than the non-plus browser. But can't download images off web pages or does a few days then quits.,positive
Is so brand Good job,positive
Wothless This app does noting moe then phone's camera application.,negative
Love the app  but latest update won't let the app load. Still broken (3/25).,negative
Can't upload photos. Hate the fact of no photos.,negative
Not able to save photos Not able to save photos,neutral
Clash if clans Clash of clan gems I only need 999,positive
Really helped I knew what was draining my battery because of this. Very helpful.,positive
The best and easiest way to create ring tones for the phone,positive
It is sad I cannot bring ppl to use the app. The interface really sucks in comparison with the other chatting apps. Work a bit on the interface come on.,positive
This apps excellent,positive
Cool So nice,positive
Whoa Great !!!,positive
Works great No complaints. Thank you for making it free with no ads!,positive
Great app but... Its really an amazing app & has many features and more customizable but yet lake of a necessary feature (for dual sim smartphones)..it should ask to choose the sim1 or sim2 while sending a message..i wish it would have this feature  anyways great work keep it up!,positive
I had to disable notifications for this app through my system settings. Also it constantly runs in the background because it is set up to run at startup. There us no way to disable that. This is completely unecessary for the way I use the app. All I want to do is read the news when I choose to. I will be uninstalling it. Too bad  since I love news by NPR.,negative
Wondeful,positive
Plain  simple and effective!,positive
Great mpd app! This is the most usable mpd app that I've found on android. Nice work!,positive
An encumbrance to privacy what does it need all those permission for???,neutral
"Whenever I tried to move my """"""""""""""""normal .apps"""""""""""""""" to system apps it always failed sometimes it shows error""""",neutral
Good app and nice app!! 😂😂 I loved this app ever !!,positive
Simply love it It is best but u can give gold for free,positive
Bug. There is a bug in the app when I will use root explorer. :(,positive
I love It It The best,positive
Takes too long to download stuff and I can't use any of my other apps cause I have to update it but other than that it's okay,negative
I hate it It will not help me and it dont make well I dont understand any thing it is tellin me to do,negative
This used to be one of my favorite apps This app all of a sudden became very unreliable. good thing I checked. it had not backed up anything for 2 weeks. also never have been able to use the Restore feature all it did was give me blank pages. samsung galaxy s4 and s6. Also reported doing a backup approximately one week prior to the actual date. This is really gotten bad.,negative
Sooper Very nice keypad,negative
Favorite podcast app Easy to subscribe to feeds on iTunes and gpodder  or to input RSS manually. Download and streaming both work well  and the queue has many sort features. Highly preferred to Stitcher and the Apple podcast app.,positive
The future of modern messaging,positive
all title like all,positive
Please enable to change the directory for rtorrent.,neutral
AWESOME APP....!!! We can easily teach fractals to students  by using this app..... ((thanks for giving this app).??,positive
Offers awesome customization!,positive
413. That’s an error. Your client issued a request that was too large.That’s all we know. 413. That’s an error. Your client issued a request that was too large.That’s all we know.,neutral
its good for the little games but for the big games that takes 1.60gigabyte  its forced close every time i open it. please fix it!,negative
It is a foul app.It is not helpful.It us very very bad app.,neutral
No This doesn't work with my Android watch.,negative
Wow love it more safety,positive
Malfunctioning Giro works good now  but north south east and west are not aligned with reality :S please fix.... calibration didn't help (PS: not intuitive to set up),negative
Group messages It doesn't back up group messages,neutral
Wow I never thought it would be like this,positive
lovely very useful appp ever...,positive
No Just a repackaged version of zero browser,negative
Guys it really consumes a lot of my storage,positive
